"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5733","using child window","","2026-03-25","passed","2026-03-25","","UIBasics.spec.js","",""
